ID,Number,Title,Duration,Key,Year,Forces,YouTubeID,Genre
BWV185,185,Barmherziges Herze der ewigen Liebe,881,F♯ minor,1715,"For 4 voices, mixed chorus, orchestra",5jqyb2cq2aY,Sacred cantatas
BWV186,186,"ArgeÄrgre dich, o Seele, nicht",1566,G minor,1723,"For 4 voices, mixed chorus, orchestra",ekviV8Ku9OY,Sacred cantatas
BWV187,187,Es wartet Alles auf dich,1267,G minor,1726,"For 3 voices, mixed chorus, orchestra",dtlSBBfMfhI,Sacred cantatas
BWV188,188,Ich habe meine Zuversicht,1491,D minor,1728,"For 4 voices, mixed chorus, orchestra",CmK_vYkMyKE,Sacred cantatas
BWV189,189,Meine Seele rühmt und preist,926,B♭ major,—,"For voice, orchestra",SqvGjWC1i4k,Sacred cantatas
BWV190,190,Singet dem Herrn ein neues Lied,971,D major,1723,"For 3 voices, mixed chorus, orchestra",HV9c7UVbXlY,Sacred cantatas
BWV191,191,Gloria in excelsis Deo,881,D major,1741–45,"For 2 voices, mixed chorus, orchestra",kpwB8vWGdqs,Sacred cantatas
BWV192,192,Nun danket alle Gott,673,G major,1730,"For 2 voices, mixed chorus, orchestra",2W9XF6dig-w,Sacred cantatas
BWV193,193,Ihr Tore zu Zion,1186,D major,1727,"For 2 voices, mixed chorus, orchestra",PyqzO3gT_n8,Secular cantatas
BWV194,194,Höchsterwünschtes Freudenfest,2331,B♭ major,1723,"For 3 voices, mixed chorus, orchestra",E-GQp32SHp4,Sacred cantatas
BWV195,195,Dem Gerechten muss das Licht,1135,D major,"1727–31, rev. 1742, 1748–49",,ZAYGsmun_x4,Secular cantatas
BWV196,196,Der Herr denket an uns,779,C major,1707–08,"For 3 voices, mixed chorus, orchestra",Qkdoso1xWXs,Secular cantatas
BWV197,197,Gott ist unsre Zuversicht,1795,D major,1736–37,"For 3 voices, mixed chorus, orchestra",a8x_hnsBSGo,Secular cantatas
BWV198,198,"Lass, Fürstin, lass noch einen Strahl (Trauer-Ode)",2064,B minor,1727,"For 4 voices, mixed chorus, orchestra",HOEbPrjuKXA,Secular cantatas
BWV199,199,Mein Herze schwimmt im Blut,1505,C minor,1714,"For voice, orchestra",ydCKpBxdB8w,Sacred cantatas
BWV200,200,Bekennen will ich seinen Namen,238,E major,1742–43,"For voice, 2 violins, continuo",jtcIrr2idZA,Sacred cantatas
BWV201,201,"Geschwinde, ihr wirbelnden Winde (Der Streit zwischen Phoebus und Pan)",2848,D major,1729?,"For 6 voices, mixed chorus, orchestra",A2zBLs8QBFQ,Secular cantatas
BWV202,202,"Weichet nur, betrübte Schatten",1232,G major,1730?,"For voice, oboe, strings, continuo",-2zzpINYE_E,Secular cantatas
BWV203,203,Amore traditore,832,A minor,1723?,"For voice, harpsichord",kddZHakCPCI,Secular cantatas
BWV204,204,Ich bin in mir vergnügt,1730,B♭ major,1726–27,"For voice, orchestra",dUXnRkYHE1I,Secular cantatas
BWV205,205,"Zerreißet, zersprenget, zertrümmert die Gruft (Der zufriedengestellte Aeolus)",2136,D major,1725,"For 4 voices, mixed chorus, orchestra",8pjBd72OyPQ,Secular cantatas
BWV206,206,"Schleicht, spielende Wellen",2528,D major,1736,"For 4 voices, mixed chorus, orchestra",DGb7gt8bxVI,Secular cantatas
BWV207,207,Vereinigte Zwietracht der wechselnden Saiten,2013,D major,1726,"For 4 voices, mixed chorus, orchestra",o0ypkKbOdRI,Secular cantatas
BWV208,208,"Was mir behagt, ist nur die muntre Jagd (Jagdkantate)",2008,F major,1713,"For 4 voices, orchestra",yc_btdk-_d4,Secular cantatas
BWV209,209,Non sa che sia dolore,1294,B minor,1729?,"For voice, flute, strings, continuo",6m0cwFGbPSA,Secular cantatas
BWV210,210,"O holder Tag, erwünschte Zeit",1958,A major,1738–41?,"For voice, orchestra",wKHEPpj0DQo,Secular cantatas
BWV211,211,"Schweigt stille, plaudert nicht (""Kaffee-Kantate"" / ""Coffee Cantata"")",1533,G major,1732–34,"For 3 voices, orchestra",YC5KpmK6oOs,Secular cantatas
BWV212,212,"Mer hahn en neue Oberkeet (""Bauernkantate"" / ""Peasant Cantata"")",1657,A major,1742,"For 2 voices, orchestra",almWXUx9YZA,Secular cantatas
BWV213,213,"Laßt uns sorgen, laßt uns wachen (Hercules auf dem Scheidewege)",2733,F major,1733,"For 5 voices, mixed chorus, orchestra",SW0Y8kjDBfs,Secular cantatas
BWV214,214,"Tönet, ihr Pauken! Erschallet, Trompeten!",1577,D major,1733,"For 4 voices,  orchestra",QuQyoJw5osU,Secular cantatas
BWV215,215,"Preise dein Glücke, gesegnetes Sachsen",1936,D major,1734,"For 3 voices, 2 mixed choruses, orchestra",v-Ea5TxZvjg,Secular cantatas
BWV216,216,Vergnügte Pleissenstadt (Apollo et Mercurius),275,C major,1728,For 2 voices (orchestra?),nIkzoHqNF8k,Secular cantatas
BWV217,217,"Gedenke, Herr, wie es uns gehet",997,D minor,—,"For 4 voices, mixed chorus, orchestra",3W51Csae93M,Sacred cantatas
BWV218,218,Gott der Hoffnung erfülle euch,643,D major,—,"For 4 voices, mixed chorus, orchestra",ZcyOW_fznj8,Sacred cantatas
BWV219,219,"Siehe, es hat überwunden",405,D major,—,"For 3 voices, mixed chorus, orchestra",Ao0E48q0i2o,Sacred cantatas
BWV220,220,Lobt ihn mit Herz und Munde,898,B minor,—,"For 3 voices, mixed chorus, orchestra",nL6tcjJXAc8,Sacred cantatas
BWV221,221,"Wer sucht die Pracht, wer wünscht den Glanz",132,B minor,—,"For 2 voices, orchestra",VgaODcSTvb0,Sacred cantatas
BWV222,222,Mein Odem ist schwach,217,D major,—,"For 2 voices, mixed chorus, organ, strings",0qeyqqfbSS8,Sacred cantatas
BWV223,223,Meine Seele soll Gott loben,1256,B♭ major,1707–08?,,a4SKrGYMp7A,Sacred cantatas
BWV224,224,"Reißt euch los, bekränkte Sinnen",73,D minor,1724,,uHjbHDODoUE,Sacred cantatas
BWV225,225,Singet dem Herrn ein neues Lied,802,B♭ major,1727,For 2 mixed choruses,lc14Jv1eTUE,Motets
BWV226,226,Der Geist hilft unsrer Schwachheit auf,472,B♭ major,1729,"For 2 mixed choruses, orchestra",tqubzmSF2Qg,Motets
BWV227,227,"Jesu, meine Freude",1256,E minor,1723?,For mixed chorus,a4SKrGYMp7A,Motets
BWV228,228,"Fürchte dich nicht, ich bin bei dir",522,A major,1726,For 2 mixed choruses,4wtJyuKxNxA,Motets
BWV229,229,"Komm, Jesu, komm",505,G minor,1723–24?,For 2 mixed choruses,mJospfuv5po,Motets
BWV230,230,"Lobet den Herrn, alle Heiden (Psalm 117)",388,C major,?,"For mixed chorus, continuo",vFMJjlEEx_M,Motets
BWV231,231,Sei Lob und Preis mit Ehren,328,C major,—,2 mixed choruses,nTkonnIRPx0,Motets
BWV232,232,Mass,7118,B minor,1747–49,"For 5 voices, 2 mixed choruses, orchestra",JxKR7BaitxM,Masses
BWV233,233,Mass,1639,F major,1738–39?,"For 3 voices, mixed chorus, orchestra",zcsmjAq52bk,Masses
BWV234,234,Mass,1956,A major,1738–39?,"For 3 voices, mixed chorus, orchestra",sMfQQe6YwEw,Masses
BWV235,235,Mass,1570,G minor,1738–39?,"For 3 voices, mixed chorus, orchestra",7taMVHv4T8Y,Masses
BWV236,236,Mass,1689,G major,1738–39?,"For 4 voices, mixed chorus, orchestra",huNKVGfOnxw,Masses
BWV237,237,Sanctus,418,C major,1723,"For mixed chorus, orchestra",DR4aOfvT6q0,Sanctus
BWV238,238,Sanctus,197,D major,1723,"For mixed chorus, orchestra",j1N-Mf3jDyc,Sanctus
BWV239,239,Sanctus,109,D minor,1738–41?,"For mixed chorus, strings, continuo",hHZlN8SPWtA,Sanctus
BWV240,240,Sanctus,297,G major,1742?,"For mixed chorus, orchestra",ZSefFyYxvLg,Sanctus
BWV241,241,Sanctus,129,D major,1747–48,"For 2 mixed choruses, orchestra",D3mvUdnEiao,Sanctus
BWV242,242,Christe eleison,109,G minor,1727–32,"For 2 voices, mixed chorus, orchestra",dcUQZq5ka9g,Masses
BWV243,243,Magnificat,1705,D major,1733,"For 5 voices, mixed chorus, orchestra",LMe_sLzppcI,Magnificats
BWV244,244,Matthäuspassion  (St. Matthew Passion),9454,,1736–42,"For voices, 2 mixed choruses, 2 orchestras",XC1ECy1HvFQ,Passions
BWV245,245,Johannespassion (St. John Passion),6932,,"1724, rev. 1725–49","For 4 voices, mixed chorus, orchestra",SiKgrevzT-g,Passions
BWV246,246,Lukaspassion (St. Luke Passion),6387,,—,"For 4 voices, mixed chorus, orchestra",QNaJ6lb0RjY,Passions
BWV247,247,Markuspassion (St. Mark Passion),7525,,1731,"For 4 voices, mixed chorus, orchestra",c2AjleoKaKc,Passions
BWV248,248,Weihnachts-Oratorium  (Christmas Oratorio):,7957,,1734,"For 4 voices, mixed chorus, orchestra",Fndoeb3jMIA,Sacred oratorios
BWV249,249,"Kommt, eilet und laufet",2538,,1725,"For 4 voices, mixed chorus, orchestra",a5ICH1gK5fQ,Sacred cantatas
BWV250,250,"Was Gott tut, das ist wohlgetan",150,,1730?,"For mixed chorus, orchestra",MQc1g4HzYbY,Chorales
BWV251,251,Sei Lob und Ehr dem höchsten Gut,150,,1730?,"For mixed chorus, orchestra",MQc1g4HzYbY,Chorales
BWV252,252,Nun danket alle Gott,111,,1730?,"For mixed chorus, orchestra",1C7i7BZFAiw,Chorales
BWV253,253,"Ach bleib bei uns, Herr Jesu Christ",41,,?,For mixed chorus,-amT5cqlBrc,Chorales
BWV254,254,"Ach Gott, erhör' mein Seufzen",41,,?,For mixed chorus,VkqcsVUAQ7U,Chorales
BWV255,255,Ach Gott und Herr,29,,?,For mixed chorus,UC_NjzkZSc4,Chorales
BWV256,256,"Ach, lieben Christen, seidgetrost",48,,?,For mixed chorus,3tHK3Ph_pyo,Chorales
BWV257,257,Wär Gott nicht mit uns diese Zeit,54,,?,For mixed chorus,PqWTjwkgNwM,Chorales
BWV258,258,Wo Gott der Herr nicht bei uns hält,51,,?,For mixed chorus,qy6I5zjNQbg,Chorales
BWV259,259,"Ach, was soll ich Sünder machen",147,,?,For mixed chorus,oYV-Ra3H3AU,Chorales
BWV260,260,Allein Gott in der Höh sei Ehr,48,,?,For mixed chorus,gvjZIPCzRkQ,Chorales
BWV261,261,"Allein zu dir, Herr Jesu Christ",86,,?,For mixed chorus,DVuc9wowLDQ,Chorales
BWV262,262,Alle Menschen müssen sterben,69,,?,For mixed chorus,WebFkA1_CmQ,Chorales
BWV263,263,Alles ist an Gottes Segen,37,,?,For mixed chorus,a-5at__nVMI,Chorales
BWV264,264,Als der gütige Gott,63,,?,For mixed chorus,zAsZ0dGXHEY,Chorales
BWV265,265,Als Jesus Christus in der Nacht,52,,?,For mixed chorus,Z_PQ18UZEzs,Chorales
BWV266,266,Als vierzig Tag nach Ostern war,97,,?,For mixed chorus,3qncIv3GiCA,Chorales
BWV267,267,An Wasserflüssen Babylon,132,,?,For mixed chorus,EjGdq07Fkbo,Chorales
BWV268,268,"Auf, auf, mein Herz, und du, meinganzer Sinn",39,,?,For mixed chorus,V3FgE10ZGNo,Chorales
BWV269,269,Aus meines Herzens Grunde,58,,?,For mixed chorus,7K-oTr2dsdg,Chorales
BWV270,270,Befiehl du deine Wege (I),85,,?,For mixed chorus,urWnxgFts3w,Chorales
BWV271,271,Befiehl du deine Wege (II),70,,?,For mixed chorus,foWI6WeDkEw,Chorales
BWV272,272,Befiehl du deine Wege (III),64,,?,For mixed chorus,YdAOD4tIN7I,Chorales
BWV273,273,"Christ, der du bist der helleTag",41,,?,For mixed chorus,zFLSipnHLcI,Chorales
BWV274,274,"Christe, der du bist Tag undLicht",67,,?,For mixed chorus,1obH51-Q6b0,Chorales
BWV275,275,Christe du Beistand deinerKreuzgemeine,69,,?,For mixed chorus,sm5rC7dIrak,Chorales
BWV276,276,Christ ist erstanden'',109,,?,For mixed chorus,T75DTR_RiCI,Chorales
BWV277,277,Christ lag in Todes Banden (I),138,,?,For mixed chorus,jHsatp_PYOU,Chorales
BWV278,278,Christ lag in Todes Banden (II),66,,?,For mixed chorus,16FXr7Z3u_g,Chorales
BWV279,279,Christ lag in Todes Banden (III),60,,?,For mixed chorus,gk58R0_KXIE,Chorales
BWV280,280,"Christ, unser Herr, zum Jordankam",144,,?,For mixed chorus,gXCUPPb7RVM,Chorales
BWV281,281,"Christus, der ist mein Leben (I)",27,,?,For mixed chorus,zM22MTp2-N8,Chorales
BWV282,282,"Christus, der ist mein Leben (II)",49,,?,For mixed chorus,qX43aZ4AubU,Chorales
BWV283,283,"Christus, der uns selig macht",69,,?,For mixed chorus,qBscXdYzns0,Chorales
BWV284,284,"Christus ist erstanden, hat überwunden",60,,?,For mixed chorus,fIhZFzUrq44,Chorales
BWV285,285,Da der Herr Christ zu Tischesass,52,,?,For mixed chorus,Iy8C9FcrH-4,Chorales
BWV286,286,"Danket dem Herren, denn er istsehr freundlich",42,,?,For mixed chorus,PrktSgfkNiY,Chorales
BWV287,287,Dank sei Gott in der Höhe,57,,?,For mixed chorus,gmhQChqArSs,Chorales
BWV288,288,Das alte Jahr vergangen ist (I),55,,?,For mixed chorus,-JjKcTq-ETg,Chorales
BWV289,289,Das alte Jahr vergangen ist (II),55,,?,For mixed chorus,-JjKcTq-ETg,Chorales
BWV290,290,Das walt' mein Gott Vater undGott Sohn,103,,?,For mixed chorus,tt3tZ3QPY1k,Chorales
BWV291,291,Das walt' mein Gott Vater undGott Sohn und heil'ger Geist,82,,?,For mixed chorus,G7PV8X35wlA,Chorales
BWV292,292,Den Vater dort oben,55,,?,For mixed chorus,6Lefk2go4gg,Chorales
BWV293,293,Der du bist drei in Einigkeit,36,,?,For mixed chorus,fkd2QTXTWMM,Chorales
BWV294,294,"Der Tag, der ist so freudenreich",69,,?,For mixed chorus,8M7eGLmrDzQ,Chorales
BWV295,295,Des heil'gen Geistes reiche Gnad',82,,?,For mixed chorus,Szy9rKCwF9o,Chorales
BWV296,296,Die Nacht ist kommen,38,,?,For mixed chorus,ckBeVfHpf6s,Chorales
BWV297,297,Die Sonn' hat sich mit ihrem Glanz],52,,?,For mixed chorus,UDbVJqvXYJ0,Chorales
BWV298,298,Dies sind die heil'gen zehn Gebot',41,,?,For mixed chorus,Uq4yqNbfE4g,Chorales
BWV299,299,"Dir, dir, Jehova, will ichsingen",78,,?,For mixed chorus,0bxt6WrhNxc,Chorales
BWV300,300,Du grosser Schmerzensmann,60,,?,For mixed chorus,lG611tpJnBI,Chorales
BWV301,301,"Du, o schönes Weltgebäude",71,,?,For mixed chorus,TW7g3WvF3gA,Chorales
BWV302,302,Ein feste Burg ist unser Gott (I),55,,?,For mixed chorus,IDYDyV2c4vk,Chorales
BWV303,303,Ein feste Burg ist unser Gott (II),57,,?,For mixed chorus,qMRMN-b29r4,Chorales
BWV304,304,"Eins ist Not! ach Herr, diesEine",177,,?,For mixed chorus,6QgLPcIsqQQ,Chorales
BWV305,305,"Erbarm' dich mein, o Herre Gott",80,,?,For mixed chorus,saItUjybJAg,Chorales
BWV306,306,Erstanden ist der heil'ge Christ,33,,?,For mixed chorus,znY-cLktA54,Chorales
BWV307,307,Es ist gewisslich an der Zeit,49,,?,For mixed chorus,i-kuV9z1zFc,Chorales
BWV308,308,Es spricht der unweisen Mundwohl,56,,?,For mixed chorus,fXa6TiUZ50I,Chorales
BWV309,309,Es steh'n vor Gottes Throne,67,,?,For mixed chorus,WI75ntqh7yI,Chorales
BWV310,310,Es wird schier der letzte Tagherkommen,42,,?,For mixed chorus,_b2tIZ2c8Zs,Chorales
BWV311,311,Es woll' uns Gott genädig sein (I),65,,?,For mixed chorus,Er715_90qXk,Chorales
BWV312,312,Es woll' uns Gott genädig sein (II),101,,?,For mixed chorus,19FnmpVe4eo,Chorales
BWV313,313,Für Freuden lasst uns springen,49,,?,For mixed chorus,Cxg2JKM7OoY,Chorales
BWV314,314,"Gelobet seist du, Jesu Christ",89,,?,For mixed chorus,uQLvPaRNzOI,Chorales
BWV315,315,Gib dich zufrieden und sei stille (I),69,,?,For mixed chorus,oN1q9IQJjcM,Chorales
BWV316,316,"Gott, der du selber bist das Licht",63,,?,For mixed chorus,EU3pJCNs3rA,Chorales
BWV317,317,"Gott, der Vater wohn' uns bei",151,,?,For mixed chorus,tX4zKBmyJoo,Chorales
BWV318,318,Gottes Sohn ist kommen,44,,?,For mixed chorus,0z84AeBbboA,Chorales
BWV319,319,Gott hat das Evangeliums,39,,?,For mixed chorus,xKf3VkGeKBY,Chorales
BWV320,320,Gott lebet noch,60,,?,For mixed chorus,xHALT7sCUlE,Chorales
BWV321,321,"Gottlob, es geht nunmehr zu Ende",50,,?,For mixed chorus,28CPMekkcIY,Chorales
BWV322,322,Gott sei gelobet und gebenedeiet,81,,?,For mixed chorus,9qfbLwB8GRM,Chorales
BWV323,323,Gott sei uns gnädig und barmherzig,172,,?,For mixed chorus,nI3VwWq0NVs,Chorales
BWV324,324,Meine Seele erhebt den Herrn,24,,?,For mixed chorus,tK51WZO8VRs,Chorales
BWV325,325,"Heilig, heilig, heilig",180,,?,For mixed chorus,HNwE6j1jyMg,Chorales
BWV326,326,"Herr Gott, dich loben alle wir",81,,?,For mixed chorus,f48qfd7RhkQ,Chorales
BWV327,327,Für deinen Thron tret' ich hiermit,117,,?,For mixed chorus,ChZiA5Q1D4s,Chorales
BWV328,328,"Herr Gott, dich loben wir",410,,?,For mixed chorus,OikKy0nVfZU,Chorales
BWV329,329,"Herr, ich denk an jene Zeit",54,,?,For mixed chorus,1MfzDka93A8,Chorales
BWV330,330,"Herr, ich habe missgehandelt (I)",58,,?,For mixed chorus,GFP8WHjMPpw,Chorales
BWV331,331,"Herr, ich habe missgehandelt (II)",45,,?,For mixed chorus,eB0P5gnFEkA,Chorales
BWV332,332,"Herr Jesu Christ, dich zu unswend",31,,?,For mixed chorus,r1pU2woE2tg,Chorales
BWV333,333,"Herr Jesu Christ, du hast bereit",56,,?,For mixed chorus,ivPlIT2OQWM,Chorales
BWV334,334,"Herr Jesu Christ, du höchstes Gut",51,,?,For mixed chorus,dVzYHM_71Gc,Chorales
BWV335,335,"Herr Jesu Christ, meins LebensLicht",40,,?,For mixed chorus,Lq3jIW-bhp0,Chorales
BWV336,336,"Herr Jesu Christ, wah'r Menschund Gott",75,,?,For mixed chorus,acGjvr0_yVY,Chorales
BWV337,337,"Herr, nun lass in Friede",50,,?,For mixed chorus,O0w65SWFBB8,Chorales
BWV338,338,"Herr, straf mich nicht in deinem Zorn",53,,?,For mixed chorus,ORxNdVPWjMc,Chorales
BWV339,339,"Herr, wie du willst, so schick'smit mir",64,,?,For mixed chorus,_8aKZkIiM5w,Chorales
BWV340,340,"Herzlich lieb hab ich dich, oHerr",96,,?,For mixed chorus,5qyOulg4t5k,Chorales
BWV341,341,"Heut ist, o Mensch, ein grosserTrauertag",38,,?,For mixed chorus,r9dkuZ9yevE,Chorales
BWV342,342,Heut' triumphieret Gottes Sohn,45,,?,For mixed chorus,tvEsMxTG6CA,Chorales
BWV343,343,"Hilf, Gott, dass mir's gelinge",61,,?,For mixed chorus,RfMhuK7y2lQ,Chorales
BWV344,344,"Hilf, Herr Jesu, lass gelingen",54,,?,For mixed chorus,_u_tOckbuaA,Chorales
BWV345,345,"Ich bin ja, Herr, in deinerMacht",86,,?,For mixed chorus,fpZuO7G3snI,Chorales
BWV346,346,"Ich dank' dir, Gott, für all' Wohltat",61,,?,For mixed chorus,Qriw2sNDTAw,Chorales
BWV347,347,"Ich dank dir, lieber Herre (I)",65,,?,For mixed chorus,WH_SEvmR6Gc,Chorales
BWV348,348,"Ich dank dir, lieber Herre (II)",61,,?,For mixed chorus,PVNdTEeWyaQ,Chorales
BWV349,349,Ich dank dir schon durch deinen Sohn,43,,?,For mixed chorus,JjHyRLJlpsE,Chorales
BWV350,350,"Ich dank dir, o Gott, in deinem Throne",101,,?,For mixed chorus,TsBr88MuSk4,Chorales
BWV351,351,Ich hab' mein' Sach' Gottheimgestellt,55,,?,For mixed chorus,Rey-_2taFSk,Chorales
BWV352,352,"Jesu, der du meine Seele (I)",70,,?,For mixed chorus,uHqi5VzW0Y8,Chorales
BWV353,353,"Jesu, der du meine Seele (II)",124,,?,For mixed chorus,vz21f00rNlg,Chorales
BWV354,354,"Jesu, der du meine Seele (III)",68,,?,For mixed chorus,oHBVMoWOyh0,Chorales
BWV355,355,"Jesu, der du selbsten wohl",61,,?,For mixed chorus,M5a0MX19FDY,Chorales
BWV356,356,"Jesu, du mein liebstes Leben",90,,?,For mixed chorus,cuWd3Wu6l7M,Chorales
BWV357,357,"Jesu, Jesu, du bist mein",64,,?,For mixed chorus,5ASt5CiYWiM,Chorales
BWV358,358,"Jesu, meine Freude",73,,?,For mixed chorus,t_ba5wafTAo,Chorales
BWV359,359,"Jesu, meiner Seelen Wonne (I)",59,,?,For mixed chorus,vxIn5u9EUtY,Chorales
BWV360,360,"Jesu, meiner Seelen Wonne (II)",60,,?,For mixed chorus,vxIn5u9EUtY,Chorales
BWV361,361,"Jesu, meines Herzens Freud'",189,,?,For mixed chorus,H7p2fbueCDI,Chorales
BWV362,362,"Jesu, nun sei gepreiset",108,,?,For mixed chorus,JLwKTTAc19o,Chorales
BWV363,363,"Jesus Christus, unser Heiland (II)",72,,?,For mixed chorus,IsZnR28MYWU,Chorales
BWV364,364,"Jesus Christus, unser Heiland (III)",46,,?,For mixed chorus,XnHwMzcwEUY,Chorales
BWV365,365,"Jesus, Meine Zuversicht",53,,?,For mixed chorus,0MGoXgaMo38,Chorales
BWV366,366,"Ihr Gestrin', ihr hohlen Lüfte",39,,?,For mixed chorus,LVrVGSJpYP4,Chorales
BWV367,367,In allen meinen Taten,46,,?,For mixed chorus,86MV3T5eW8E,Chorales
BWV368,368,In dulci jubilo,53,,?,For mixed chorus,9DHaKhA5HcU,Chorales
BWV369,369,Keinen hat Gott verlassen,53,,?,For mixed chorus,06dFUxgFzYM,Chorales
BWV370,370,"Komm, Gott Schöpfer, heiliger Geist",59,,?,For mixed chorus,bCO2TfKYk9A,Chorales
BWV371,371,"Kyrie, Gott Vater in Ewigkeit",150,,?,For mixed chorus,xRmGM6eSWI4,Chorales
BWV372,372,"Lass, o Herr, dein Ohr sichneigen",73,,?,For mixed chorus,qR9g6CeoFb4,Chorales
BWV373,373,"Liebster Jesu, wir sind hier",51,,?,For mixed chorus,_4GP1flFsVc,Chorales
BWV374,374,"Lobet den Herrn, denn er ist sehrfreundlich",71,,?,For mixed chorus,7VsmRc_AvZw,Chorales
BWV375,375,"Lobt Gott, ihr Christen,allzugleich (I)",40,,?,For mixed chorus,3y0qmBnN414,Chorales
BWV376,376,"Lobt Gott, ihr Christen,allzugleich (II)",37,,?,For mixed chorus,ybYB21gISog,Chorales
BWV377,377,"Machs mit mir, Gott, nach deiner Güt'",46,,?,For mixed chorus,LdRKepU_iGU,Chorales
BWV378,378,Mein' augen schliess ich jetzt,70,,?,For mixed chorus,blxh4E-Hzu0,Chorales
BWV379,379,"Meinem Jesum lass' ich nicht,Jesus",54,,?,For mixed chorus,O7r4_3iMApM,Chorales
BWV380,380,"Meinem Jesum lass' ich nicht,weil",54,,?,For mixed chorus,kCBU5Vw8nFY,Chorales
BWV381,381,Meines Lebens letzte Zeit,65,,?,For mixed chorus,CxesLtpXLvc,Chorales
BWV382,382,Mit Fried und Freud ich fahrdahin,44,,?,For mixed chorus,wnIH6Qv39Yw,Chorales
BWV383,383,Mitten wir im Leben sind,135,,?,For mixed chorus,AqWxlXnrgKI,Chorales
BWV384,384,"Nicht so traurig, nicht so sehr",87,,?,For mixed chorus,zjQKybwOeHI,Chorales
BWV385,385,Nun bitten wir den heiligen Geist,48,,?,For mixed chorus,64rKlbyRUfk,Chorales
BWV386,386,Nun danket alle Gott,53,,?,For mixed chorus,KSkO2iq3GaI,Chorales
BWV387,387,"Nun freut euch, Gottes Kinderall'",37,,?,For mixed chorus,BUElvlMeAl0,Chorales
BWV388,388,"Nun freut euch, lieben Christeng'mein",53,,?,For mixed chorus,jTvOtrBU5Ok,Chorales
BWV389,389,"Nun lob, mein Seel, den Herren (I)",87,,?,For mixed chorus,X7nw7lz3SWA,Chorales
BWV390,390,"Nun lob, mein Seel, den Herren (II)",64,,?,For mixed chorus,HzjMOozF25k,Chorales
BWV391,391,Nun preiset alle GottesBarmherzigkeit,47,,?,For mixed chorus,g3gqw4L_aXU,Chorales
BWV392,392,Nun ruhen alle Wälder,182,,?,For mixed chorus,ENf0nFb4cO8,Chorales
BWV393,393,"O Welt, sieh hier dein Leben (I)",51,,?,For mixed chorus,PQviRoaBUkE,Chorales
BWV394,394,"O Welt, sieh hier dein Leben (II)",177,,?,For mixed chorus,aanjZfOihoY,Chorales
BWV395,395,"O Welt, sieh hier dein Leben (III)",42,,?,For mixed chorus,h-4w2tKUlus,Chorales
BWV396,396,Nun sich der Tag geendet hat,35,,?,For mixed chorus,2yOZX38OXH4,Chorales
BWV397,397,"O Ewigkeit, du Donnerwort",155,,?,For mixed chorus,03BrPgzmZoA,Chorales
BWV398,398,"O Gott, du frommer Gott (II)",104,,?,For mixed chorus,1HsP8w54Z0w,Chorales
BWV399,399,"O Gott, du frommer Gott (I)",60,,?,For mixed chorus,xjP4UPaxk_o,Chorales
BWV400,400,"O Herzensangst, o Bangigkeit, undZagen!",43,,?,For mixed chorus,p0XVepWKXNQ,Chorales
BWV401,401,"O Lamm Gottes, unschuldig",63,,?,For mixed chorus,_bfVvnzWNy8,Chorales
BWV402,402,"O Mensch, bewein dein Sünde gross",108,,?,For mixed chorus,mQArrkp0R78,Chorales
BWV403,403,"O Mensch, schau Jesum Christuman",51,,?,For mixed chorus,nMAhSyoL65g,Chorales
BWV404,404,"O Traurigkeit, o Herzeleid",34,,?,For mixed chorus,8Uzw4XE2yR0,Chorales
BWV405,405,"O wie selig seid ihr doch, ihrFrommen (I)",144,,?,For mixed chorus,k4LF6gpAmFk,Chorales
BWV406,406,"O wie selig seid ihr doch, ihrFrommen (II)",47,,?,For mixed chorus,V-EKg_eDytg,Chorales
BWV407,407,O wir armen Sünder,99,,?,For mixed chorus,FC8TCqBnLk4,Chorales
BWV408,408,"Schaut, ihr Sünder!",56,,?,For mixed chorus,APfdQngMfH0,Chorales
BWV409,409,Seelen-Bräutigam,39,,?,For mixed chorus,Xg6utnGXzNo,Chorales
BWV410,410,"Sei gegrüsset, Jesu gütig,",50,,?,For mixed chorus,pkNtYbLw4hc,Chorales
BWV411,411,Singet dem Herrn ein neues Lied,54,,?,For mixed chorus,BuCD4EMs8xg,Chorales
BWV412,412,"So giebst du nun, mein Jesu, guteNacht",57,,?,For mixed chorus,zSJBqbo1-JE,Chorales
BWV413,413,Sollt' ich meinem Gott nichtsingen,74,,?,For mixed chorus,xBXCP5oXyzE,Chorales
BWV414,414,Uns ist ein Kindlein heut'gebor'n,57,,?,For mixed chorus,_Te5qQPOJmg,Chorales
BWV415,415,Valet will ich dir geben,54,,?,For mixed chorus,ueGwaXdpQKc,Chorales
BWV416,416,Vater unser im Himmelreich,42,,?,For mixed chorus,ep1-Jcp7rt4,Chorales
BWV417,417,Von Gott will ich nicht lassen (I),56,,?,For mixed chorus,tDxY1qcqRLQ,Chorales
BWV418,418,Von Gott will ich nicht lassen (II),68,,?,For mixed chorus,OLu4guIocqc,Chorales
BWV419,419,Von Gott will ich nicht lassen (III),162,,?,For mixed chorus,nEM95U_QRVw,Chorales
BWV420,420,"Warum betrübst du dich, mein Herz (I)",43,,?,For mixed chorus,hDHyYiFQ25o,Chorales
BWV421,421,"Warum betrübst du dich, mein Herz (II)",51,,?,For mixed chorus,QX7ATXpYyaw,Chorales
BWV422,422,Warum sollt' ich mich denn grämen,50,,?,For mixed chorus,KpJLVVkrXKs,Chorales
